id,label,value,low,high,unit,tier,source,anchor,url,as_of,caveat,used_in
eu_aoi_2024_eur_m,"Enlarged Europe adjusted operating income, 2024",2419,,,EUR m,SOURCED,"Stellantis FY2025 results press release (SEC-filed), results by segment",,https://www.sec.gov/Archives/edgar/data/1605484/000160548426000019/stellantisnvfy2025pressrel.htm,2026-09-18,The prior-year comparative in the FY2025 release. Stellantis is used as a same-scale proxy for the anonymous group in the case.,Context
eu_shipments_2024,"Enlarged Europe consolidated shipments, 2024",2576000,,,units,SOURCED,"Stellantis FY2025 results press release (SEC-filed), results by segment",,https://www.sec.gov/Archives/edgar/data/1605484/000160548426000019/stellantisnvfy2025pressrel.htm,2026-09-18,"The prior-year comparative. Enlarged Europe is the EU-27, the UK and EFTA, plus Israel and Palestine from 2025 - it does not include the Middle East and Africa.",Context
buyback_payables_noncurrent_eur_m,Payables for buy-back agreements due after one year,2576,,,EUR m,SOURCED,Stellantis Form 20-F FY2025 Note 24 Other liabilities,,https://www.sec.gov/Archives/edgar/data/1605484/000160548426000021/stellantis-20251231.htm,2026-09-18,"The complement of the 5,313 due within a year; leak 3 shocks only the current part. Note the coincidence of digits with eu_shipments_2024 (2,576k vehicles) - a different quantity entirely, and an easy figure to mis-cite.",Leak 3
pl_sale_margin_pct_list,"Per-car P&L - sale margin, as a share of list price",10.0,-1.4,13.1,% of list,ASSUMPTION,"Our estimate, bracketed by the group's own gross margin",,https://www.stellantis.com/content/dam/stellantis-corporate/investors/financial-reports/Stellantis-NV-20251231-Annual-Report.pdf,2026-09-18,"Net price minus variable cost. Bracketed by the group's reported gross margin: cost of revenues was 86.9% of net revenues in 2024, a 13.1% margin, and 101.4% in 2025, -1.4%. Two caveats on the comparison: gross margin is struck on net revenue, not on a VAT-inclusive list price, and a contribution margin excludes fixed costs so it runs higher than a gross margin. The low bound is a 2025-like year, in which the group loses money on the car before anything else in this table happens.",Per-car P&L
pl_incentive_pct_list,"Per-car P&L - incentives, as a share of list price",8.0,5,12,% of list,ASSUMPTION,Our estimate; the same rate as incentive_pct_revenue,,,2026-09-18,"Borrows the group-level incentive rate and applies it to this car's list price. The bases differ: incentive_pct_revenue is a share of net revenue, and Enlarged Europe's net revenue per vehicle is about twice this car's list price, so applying the rate to list is the conservative reading of the same judgement. Bounds follow incentive_pct_revenue.",Per-car P&L
pl_warranty_pct_list,"Per-car P&L - warranty cost, as a share of list price",2.5,1.25,4.0,% of list,ASSUMPTION,"Our estimate, bracketed by published warranty accrual rates",,https://www.warrantyweek.com/archive/ww20260312.html,2026-09-18,"US automakers accrued 3.0% to 4.8% of product sales in Q4 2025 - GM 3.0, Tesla 3.2, Ford 4.0, Rivian 4.8 - which is US data, struck on net revenue rather than a VAT-inclusive list price. The group's own 2025 change in warranty estimate put 1.2bn euro through Enlarged Europe, of which 0.9bn related to shipments before 2025, so about 120 euro a vehicle arose from the re-estimate alone. The low bound is the 1.25% the deliverables carried before this row existed, which sits below every published benchmark.",Per-car P&L
pl_finance_income_eur,Per-car P&L - finance income over the contract,450,399,797,EUR,ASSUMPTION,"Our estimate, bracketed by a European captive's net banking income",,https://www.mobilize-fs.com/en/news/2025-annual-results-new-year-growth-mobilize-financial-services,2026-09-18,"Mobilize Financial Services earned 2,224m euro of net banking income on 59.3bn euro of average performing assets in 2025, or 3.75%. On this car's contract - 85% of list amortising to zero over 48 months, so an average outstanding of about 5,300 euro - that is 797 euro over four years. The group-level figure must exclude rate support paid by the new-car business to the finance arm, which is an internal transfer: the high bound removes none of it, the low bound removes half.",Per-car P&L
pl_credit_loss_eur,Per-car P&L - credit losses over the contract,-66,-106,-64,EUR,ASSUMPTION,"Our estimate, from published European captive cost of risk",,https://www.mobilize-fs.com/en/news/2025-annual-results-new-year-growth-mobilize-financial-services,2026-09-18,"Mobilize Financial Services' cost of risk was 0.31% of average performing assets in 2024 and 0.30% in 2023; Volkswagen Financial Services' net loss ratio has run below 0.5%. Applied to the same average outstanding of about 5,300 euro over four years, 0.31% gives 66 euro and 0.5% gives 106 euro. A cost-of-risk figure is cyclical and these are benign years.",Per-car P&L
pl_service_parts_eur,Per-car P&L - service and parts margin over the contract,400,200,900,EUR,ASSUMPTION,Our estimate; no source divides aftersales profit by cars on the road,,https://www.investegate.co.uk/announcement/rns/vertu-motors--vtu/final-results-for-the-year-ended-28-february-2026/9565100,2026-09-18,"Vertu Motors, a UK franchised retailer, earned a 44.4% gross margin on aftersales in the year to February 2026 - 73.4% on service labour, 20.9% on parts - and aftersales produced over 46% of its gross profit. The group captures the parts margin on a car it built, and the service margin only where it owns the network. No published source divides aftersales profit by vehicles in operation, so the euro amount per car is our judgement and the range is wide.",Per-car P&L
pl_recon_logistics_eur,"Per-car P&L - reconditioning, logistics and holding",-500,-1020,-300,EUR,ASSUMPTION,"Our estimate, against published reconditioning costs",,https://www.nerdwallet.com/auto-loans/learn/what-is-a-reconditioning-fee-on-a-used-car,2026-09-18,"Average reconditioning is reported at about 1,112 dollars a vehicle and dealer reconditioning fees at 500 to 2,000 dollars - US consumer-guide figures, not audited accounts. A small hatchback coming off a maintained lease should cost less than an average trade-in, which is why the central figure sits below the US average. Holding cost is real too: cap hpi puts depreciation on a used family hatchback at about 7 pounds a day while it waits to be listed.",Per-car P&L
pl_remarketing_margin_eur,Per-car P&L - remarketing margin,300,100,1725,EUR,ASSUMPTION,"Our estimate, against an independent retailer's used margin",,https://www.investegate.co.uk/announcement/rns/vertu-motors--vtu/final-results-for-the-year-ended-28-february-2026/9565100,2026-09-18,"Vertu Motors made 1,501 pounds of gross profit on each of 91,287 used vehicles in the year to February 2026, about 1,725 euro, and that is after its own preparation charges. An independent retailer captures the whole trade-to-retail spread; the group buying its own car back at a contractual residual has already passed that value to the customer, so its used side earns far less. With reconditioning taken out separately, the central figures leave the used side at about -200 euro a car.",Per-car P&L
inv_people_eur_m,Programme cost - people over 24 months,13,10,17,EUR m,ASSUMPTION,"Our estimate, built bottom-up",,,2026-09-18,"About 30 blended FTE at 1,000 euro a day over two years. No sourced programme cost exists and no quotation has been taken; this is a planning estimate. The bound is 24 to 38 FTE.",Investment
inv_platform_eur_m,"Programme cost - platform, data and licences",4,3,6,EUR m,ASSUMPTION,"Our estimate, built bottom-up",,,2026-09-18,"Ledger platform, entity-resolution and data acquisition, and licences over two years. No vendor quotation has been taken.",Investment
inv_change_eur_m,Programme cost - change and training,3,2,4,EUR m,ASSUMPTION,"Our estimate, built bottom-up",,,2026-09-18,"Network training, pricer and residual-committee onboarding, and the randomised pilots' running cost. No vendor quotation has been taken.",Investment
gate_vin_link_pct,Phase 1 gate - incentive spend linked to a VIN,95,,,% of claim value,TARGET,Team choice,,,2026-09-18,"The programme's first job is to see the spend. Below this the incentive-to-resale link cannot be measured on the bulk of it, so Phase 2 would have nothing to learn from. Measured on claim value rather than claim count, so a few large claims cannot be quietly left out.",Gate
gate_dealer_xwalk_pct,Phase 1 gate - dealer code crosswalk coverage,95,,,% of claim value,TARGET,Team choice,,,2026-09-18,"Set level with the VIN link, because a claim can only be de-duplicated once both the car and the dealer resolve to one identity. The two together are what makes a duplicate provable.",Gate
gate_dup_precision_pct,Phase 1 gate - duplicate flags that are real,90,,,%,TARGET,Team choice,,,2026-09-18,"A false duplicate withholds an honest dealer's money, so precision is gated harder than recall. Measured on used-car adverts, an exact rule scored 98.7% precision and a relaxed one 20.7% (er_exact_precision, er_relax_precision), so 90% is where a scored match with a review band is working rather than either extreme. Those rates do not transfer to claims data.",Gate
gate_dup_recall_pct,Phase 1 gate - real duplicates that get flagged,70,,,%,TARGET,Team choice,,,2026-09-18,"Missing a duplicate costs money once; wrongly flagging one costs a dealer relationship, so recall is set below precision and the rest is caught in the human review band. The measured design clears it with room: automatic linking above the upper threshold caught 80.3% and the worked review band 96.0% (er_auto_link_recall, er_review_band_recall).",Gate
gate_gl_reconcile_pct,Phase 2 gate - ledger against the general ledger,0.5,,,+/- %,TARGET,Team choice,,,2026-09-18,Finance will not certify a benefit out of a ledger it cannot tie to the books. This is the gate that makes every later euro figure arguable in a committee rather than only in a model.,Gate
gate_uplift_pp,Phase 2 gate - retention uplift over a randomised control group,2,,,percentage points,TARGET,Team choice,,,2026-09-18,"Deliberately set below the 3pp the value-at-risk model assumes (upgrade_capture_uplift, range 1-6pp), so the pilot can come in under the assumption and still pass, and so that failing the gate is a real possibility rather than a formality.",Gate
gate_uplift_significance_pct,Phase 2 gate - confidence required on that uplift,95,,,%,TARGET,Team choice,,,2026-09-18,"A randomised control group is the only thing that turns the assumed euros of leak 2 into a measured number, so the standard is the conventional one and the holdout must be preserved.",Gate
gate_rv_cost_improvement_pct,Phase 3 gate - business cost of residual error against baseline,15,,,%,TARGET,Team choice,,,2026-09-18,"Measured against the Phase 2 baseline, not against a forecast. It is set on the cost of being wrong rather than on model error, because the evidence says level risk is about eight times curve risk and a better model cannot touch the level.",Gate
gate_adherence_pct,Phase 3 gate - adherence to the engine's recommendations,70,,,%,TARGET,Team choice,,,2026-09-18,"Below this the recommendations are not really being used, so any benefit measured is not the programme's. Paired with override payoff, which is tracked without a target in Year 1 because a well-judged override is a good outcome, not a failure.",Gate
gate_benefits_eur_m,Phase 4 exit - run-rate benefits certified by Finance,80,,,EUR m a year,TARGET,Team choice,,,2026-09-18,"Set above the 27.7m euro a controls layer recovers from process leakage alone, so the gate cannot be passed on Phase 1's work; about four times the 20m euro ask.",Gate
kpi_claim_days,KPI - days to settle an incentive claim,10,,,working days,TARGET,Team choice,,,2026-09-18,A controls layer that holds claims for review only works if the review is fast; a slow one gets overridden by the business and the control stops existing.,KPI
kpi_review_rate_pct,KPI - record pairs sent to human review,5,,,% of claims,TARGET,Team choice,,,2026-09-18,"A capacity limit, not an accuracy one: it is what a review team can actually work. The measured threshold sweep put 8,344 pairs in the band on used-car adverts (er_review_band_pairs), which is what sizing this on real claims would look like.",KPI
kpi_unseen_drift_pct,KPI - market drift carried unseen between re-marks,1.5,,,%,TARGET,Team choice,,,2026-09-18,"Sits between the two measured cadences: 3.0% of level can drift unseen at today's quarterly review and 1.3% at monthly (level_3m_p5, level_1m_p5). Set between them so the target is reachable but not free, and so it is an exposure measure rather than a claimed saving.",KPI
kpi_thin_error_points,KPI - error on thin slices against established markets,3,,,points,TARGET,Team choice,,,2026-09-18,"New brands, new markets and electrified lines are where borrowing data pays; the measured gain is 4.3% at 100 local cars and nothing by 250 (pooling_gain_100, pooling_gain_250), so the target is closing a gap, not reaching parity.",KPI
price_band_pct,Design choice - band within which a pricer may adjust the recommendation,5,,,+/- %,TARGET,"Design choice, from adoption research",,,2026-09-18,"People use an imperfect algorithm far more when they can modify its output even slightly (Dietvorst, Simmons & Massey 2018), so the band exists to get the engine used at all. It is narrow because the evidence says the level, not the pricer, is what moves value.",Design
inv_tranche_1_eur_m,Investment released at the start of Phase 1,5,,,EUR m,TARGET,Team choice,,,2026-09-18,"Four tranches tied to the four phase gates, so the committee can stop after any one of them. The shape follows the work: build in Phases 1-2, scale in Phase 3, hand over in Phase 4.",Investment
inv_tranche_2_eur_m,Investment released at the Phase 1 gate,6,,,EUR m,TARGET,Team choice,,,2026-09-18,"The largest tranche, because Phase 2 runs the ledger build and the randomised upgrade pilots at the same time.",Investment
inv_tranche_3_eur_m,Investment released at the Phase 2 gate,5,,,EUR m,TARGET,Team choice,,,2026-09-18,"Scaling to the core markets, once the ledger reconciles and the uplift has been measured against a control group.",Investment
inv_tranche_4_eur_m,Investment released at the Phase 3 gate,4,,,EUR m,TARGET,Team choice,,,2026-09-18,"The smallest tranche: Phase 4 is closing the loop and retiring a legacy system, not building.",Investment
dpt_passthrough,Resale value lost per 1% deeper deal at the new sale,0.300,0.239,0.361,log points per log point,MEASURED,analysis/discount_passthrough_report.md,All resales >> The month's deal,,2026-09-20,"Washington State title transfers: 35,552 resales of 31,367 cars also seen at their own new sale. US, electric and plug-in only. AN UPPER BOUND - the file has no trim field, so part of this is a cheaper car rather than a cheaper deal (see dpt_prereg_gap_version). Holds the resale month fixed, so it is what a discount does to the car it was given on, not to the market.",Leak 3
dpt_cost_10pct,Resale value lost when a car was bought 10% below its model's usual price,3.1,2.5,3.7,% of resale value,MEASURED,analysis/discount_passthrough_report.md,10% below the model's usual price >> Resale value lost,,2026-09-20,"The same coefficient as dpt_passthrough, read at a 10% deal. Upper bound. The published UK figure is 6.5% at 36 months plus 1.5% at once (hk_passthrough_36m, hk_passthrough_now) - quote the two as a range, never one as the answer.",Leak 3
dpt_placebo,Placebo - the same model's deal 12 months after the car was bought,0.033,,,log points per log point,MEASURED,analysis/discount_passthrough_report.md,The same model's deal 12 months later (placebo) >> Effect on its resale price,,2026-09-20,"t = +0.7, cannot be told from zero, while the car's own deal holds at +0.243 in the same regression. This is the test tesla_event.py failed and it is why the per-car result may be quoted where the event study may not.",Context
dpt_prereg_gap_model,Pre-registered car's advert gap on make and model alone,-10.3,-13.2,-7.3,%,MEASURED,analysis/discount_passthrough_report.md,Make and model >> gap,,2026-09-20,"AutoScout24, November 2025, eight European markets, 3,620 pre-registered against 4,122 new cars under 15,000 km. Advertised prices. This is the gap that looks like a discount and is not - see dpt_prereg_gap_version.",Context
dpt_prereg_gap_version,The same gap once the exact version is matched,-1.1,-6.3,4.5,%,MEASURED,analysis/discount_passthrough_report.md,plus the exact version >> gap,,2026-09-20,"Cannot be told from zero (t -0.39, 454 cars across 44 versions). The visible price gap is specification, not discount: a discount does not show up in market data at all, which is why only the group's own claim records can carry it. The small sample is the limit - versions listed in both states may not be typical.",Context
dpt_market_lags,Eurostat - new-car price moves showing up in used prices afterwards,-0.013,,,log points per log point,MEASURED,analysis/discount_passthrough_report.md,Everything after the discount adds to,,2026-09-20,"Sum of lags 0 to 48 months, 27 European markets, country and month fixed effects, standard errors clustered by country. Nothing. An index mixing every vintage also dilutes one cohort's discount about tenfold, so this test has little power even in principle.",Context
dpt_market_leads,Eurostat - the same moves showing up in used prices beforehand,0.056,,,log points per log point,MEASURED,analysis/discount_passthrough_report.md,Everything before it adds to,,2026-09-20,"Larger than everything that comes after, so used prices move ahead of new-car prices. The Tesla failure is general, not a quirk of one January. A market-level series cannot answer this question; the per-car link can.",Context
hk_passthrough_36m,Published - resale value lost at 36 months per 10% discount at the new sale,6.5,,,% of residual value,SOURCED,"Holweg M. and Kattuman P., 'A dynamic determination of the residual product value: empirical evidence from the automotive industry', POMS conference paper 004-0144, Table 5 and section 4.3",,https://pomsmeetings.org/confpapers/004/004-0144.pdf,1999-2004,"UK auction (trade) prices from Glass's CAP, 1999-2004, 2,320 model-months, 47-48 models, 70.22% of UK registrations. A conference paper; no journal version found, and the paper never names the source of its discount variable. Model fixed effects, year and month effects and macro controls, but not a causal design - a model that needs discounting may be a weak model anyway, though age-of-design and new-model dummies absorb the main lifecycle channel. Table 5 coefficient -0.00647 per percentage point, t 8.24.",Leak 3
hk_passthrough_now,Published - resale value lost at once per 10% discount at the new sale,1.5,,,% of residual value,SOURCED,"Holweg M. and Kattuman P., 'A dynamic determination of the residual product value: empirical evidence from the automotive industry', POMS conference paper 004-0144, Table 5 and section 4.3",,https://pomsmeetings.org/confpapers/004/004-0144.pdf,1999-2004,"UK auction (trade) prices from Glass's CAP, 1999-2004, 2,320 model-months, 47-48 models, 70.22% of UK registrations. A conference paper; no journal version found, and the paper never names the source of its discount variable. Model fixed effects, year and month effects and macro controls, but not a causal design - a model that needs discounting may be a weak model anyway, though age-of-design and new-model dummies absorb the main lifecycle channel. Table 5 coefficient -0.0015 per percentage point, t 2.48. This is the substitution channel - today's discounts against today's used cars - and is the smaller of the two.",Leak 3
rd_nl_transfer_rate,Dutch cars that change keeper in a year,18.2,,,% of the fleet a year,MEASURED,analysis/readiness_base_report.md,"Changes hands in a year, whole fleet >> Figure",,2026-09-21,"RDW's open vehicle register, twelve months to September 2026, passenger cars first put on Dutch plates when new. A keeper change is not a sale to a new customer: it counts a car going into dealer stock and a car moving inside a family. The level is Dutch and the Netherlands taxes and leases cars unusually; the project has measured three times that a shape travels between markets and a level does not. Read the level as good to about ten per cent - see rd_nl_bovag_gap.",Context
rd_nl_peak_rate,Keeper-change rate at the age it peaks,27.8,,,% a year,MEASURED,analysis/readiness_base_report.md,Peak rate >> Figure,,2026-09-21,"RDW's open vehicle register, twelve months to September 2026, passenger cars first put on Dutch plates when new. A keeper change is not a sale to a new customer: it counts a car going into dealer stock and a car moving inside a family. The level is Dutch and the Netherlands taxes and leases cars unusually; the project has measured three times that a shape travels between markets and a level does not. The peak sits at the same age in the previous twelve months too, so it is an age effect and not the 2021 registration cohort.",Context
rd_nl_peak_age,Age at which cars come to market fastest,5,,,years,MEASURED,analysis/readiness_base_report.md,Age at the peak >> Figure,,2026-09-21,"RDW's open vehicle register, twelve months to September 2026, passenger cars first put on Dutch plates when new. A keeper change is not a sale to a new customer: it counts a car going into dealer stock and a car moving inside a family. The level is Dutch and the Netherlands taxes and leases cars unusually; the project has measured three times that a shape travels between markets and a level does not. Whole years of age, from the year of first admission.",Context
rd_nl_trough_rate,Keeper-change rate at the quietest age,15.1,,,% a year,MEASURED,analysis/readiness_base_report.md,Quietest rate >> Figure,,2026-09-21,"RDW's open vehicle register, twelve months to September 2026, passenger cars first put on Dutch plates when new. A keeper change is not a sale to a new customer: it counts a car going into dealer stock and a car moving inside a family. The level is Dutch and the Netherlands taxes and leases cars unusually; the project has measured three times that a shape travels between markets and a level does not. The quietest age is nine.",Context
rd_nl_peak_vs_trough,Peak keeper-change rate against the quietest,1.84,,,ratio,MEASURED,analysis/readiness_base_report.md,Peak against quietest >> Figure,,2026-09-21,"RDW's open vehicle register, twelve months to September 2026, passenger cars first put on Dutch plates when new. A keeper change is not a sale to a new customer: it counts a car going into dealer stock and a car moving inside a family. The level is Dutch and the Netherlands taxes and leases cars unusually; the project has measured three times that a shape travels between markets and a level does not. This is the whole of layer 1's claim: age alone nearly doubles the chance a car comes to market.",Context
rd_nl_parc_measured,Cars behind the Dutch base hazard,6759930,,,cars,MEASURED,analysis/readiness_base_report.md,Cars in the measurement >> Figure,,2026-09-21,"RDW's open vehicle register, twelve months to September 2026, passenger cars first put on Dutch plates when new. A keeper change is not a sale to a new customer: it counts a car going into dealer stock and a car moving inside a family. The level is Dutch and the Netherlands taxes and leases cars unusually; the project has measured three times that a shape travels between markets and a level does not. Ages one to twenty-five only.",Context
rd_nl_stellantis_share,Group brands as a share of the Dutch fleet,21.5,,,% of cars,MEASURED,analysis/readiness_base_report.md,"Group brands, share of the Dutch fleet >> Figure",,2026-09-21,"RDW's open vehicle register, twelve months to September 2026, passenger cars first put on Dutch plates when new. A keeper change is not a sale to a new customer: it counts a car going into dealer stock and a car moving inside a family. The level is Dutch and the Netherlands taxes and leases cars unusually; the project has measured three times that a shape travels between markets and a level does not. Brands matched with build_unified.STELLANTIS across the 16 spellings RDW uses. The group's own curve tracks the fleet's, so the shape is not a brand-mix artefact.",Context
rd_nl_keeper_changes,Dutch keeper changes counted in twelve months,1931085,,,keeper changes a year,MEASURED,analysis/readiness_base_report.md,"Keeper changes in the register, twelve months, every car >> Count",,2026-09-21,"Every passenger car, imports included, and including cars since exported or scrapped, because a car sold in November and exported in March was still a sale. This is the count held against BOVAG's.",Context
rd_nl_bovag_gap,Our Dutch count against BOVAG's published one,-9.1,,,%,MEASURED,analysis/readiness_base_report.md,Difference against BOVAG >> Count,,2026-09-21,"Low in the direction the method predicts: a snapshot shows only the current keeper, so a car that changed hands twice inside the year counts once. Treat the Dutch level as good to about ten per cent and never quote it as exact.",Context
rd_nl_used_sales_2025,"Used cars sold in the Netherlands, 2025",2124429,,,cars,SOURCED,"BOVAG and RDC, 'Recordjaar 2025: verkoop gebruikte auto's stijgt naar 2,1 miljoen'",,https://www.bovag.nl/pers/persberichten/recordjaar-2025-verkoop-gebruikte-auto-s-stijgt-naar-2-1-miljoen,2026-01-08,"The motor trade's own count, from RDC's registrations, not ours. Used as the outside check on the Dutch base hazard. Calendar 2025; our window is September 2025 to September 2026.",Context
rd_event_36m,"Excess adverts at 36 months, the three-year contract",-16.9,-31.4,0.7,% over trend,MEASURED,analysis/readiness_events_report.md,36 months >> Excess adverts,,2026-09-21,"Three European advert sources that record a registration month (de_2023, eu_2025_11, pt_standvirtual), 202,906 adverts. Excess over a smooth age trend with source and registration-calendar-month effects absorbed, so each contract length is measured against the other whole-year ages. Adverts are not returns: a lease car that goes straight to auction never appears. Negative in all twelve specifications tried and in two of three sources. This is layer 3's negative result: no contract-end spike exists in public data.",Context
rd_event_24m,Excess adverts at 24 months,-9.1,-26.9,13.2,% over trend,MEASURED,analysis/readiness_events_report.md,24 months >> Excess adverts,,2026-09-21,"Three European advert sources that record a registration month (de_2023, eu_2025_11, pt_standvirtual), 202,906 adverts. Excess over a smooth age trend with source and registration-calendar-month effects absorbed, so each contract length is measured against the other whole-year ages. Adverts are not returns: a lease car that goes straight to auction never appears. Range crosses zero.",Context
rd_event_60m,"Excess adverts at 60 months, before robustness",20.0,4.0,38.5,% over trend,MEASURED,analysis/readiness_events_report.md,60 months >> Excess adverts,,2026-09-21,"Three European advert sources that record a registration month (de_2023, eu_2025_11, pt_standvirtual), 202,906 adverts. Excess over a smooth age trend with source and registration-calendar-month effects absorbed, so each contract length is measured against the other whole-year ages. Adverts are not returns: a lease car that goes straight to auction never appears. DO NOT QUOTE THIS AS A FINDING. It is produced entirely by eu_2025_11 (+94.6%); the other two sources read +7.5% and -1.4%, and across twelve specifications it swings from +7.1% to +30.7%. It is the lumpy registration-year composition of one day's scrape. Registered so the number has its refutation attached.",Context
rd_event_artefact_36m,Whole-year artefact at 36 months if the trap is missed,716,,,% over trend,MEASURED,analysis/readiness_events_report.md,36 months >> Apparent excess,,2026-09-21,"Sources that record only a registration year put every car on a whole number of years, so the same test reads a huge spike at every contract length. This is the artefact, measured, and the reason any age-at-listing analysis must filter to month-precision sources first.",Context
rd_market_share_old,"Share of cars on sale aged 15+, per 10% stronger market",0.039,,,percentage points per 10%,MEASURED,analysis/readiness_market_report.md,"Share aged 15+, against our quality-adjusted index >> Effect of a 10% stronger market",,2026-09-21,"Latvia, 52 monthly ss.com snapshots 2019-2023, 936,494 rows, over a window in which the index rises 71%. Linear trend and calendar-month effects removed. TWO READINGS, not separable here: a stronger market may pull older cars onto the market, or older cars may simply sell slower and pile up on display. lv_ss has no advert id, so this is the stock on sale, not the flow onto sale. Never present it as proof of the first reading. Our quality-adjusted index; Eurostat's official index gives +0.066, same sign.",Context
rd_market_median_km,"Median mileage on sale, per 10% stronger market",5686,,,km per 10%,MEASURED,analysis/readiness_market_report.md,"Median mileage on sale, against our quality-adjusted index >> Effect of a 10% stronger market",,2026-09-21,"Latvia, 52 monthly ss.com snapshots 2019-2023, 936,494 rows, over a window in which the index rises 71%. Linear trend and calendar-month effects removed. TWO READINGS, not separable here: a stronger market may pull older cars onto the market, or older cars may simply sell slower and pile up on display. lv_ss has no advert id, so this is the stock on sale, not the flow onto sale. Never present it as proof of the first reading. Our index; Eurostat's gives +9,980 km, same sign.",Context
rd_market_median_age,"Median age on sale, per 10% stronger market",0.449,,,years per 10%,MEASURED,analysis/readiness_market_report.md,"Median age on sale, against our quality-adjusted index >> Effect of a 10% stronger market",,2026-09-21,"Latvia, 52 monthly ss.com snapshots 2019-2023, 936,494 rows, over a window in which the index rises 71%. Linear trend and calendar-month effects removed. TWO READINGS, not separable here: a stronger market may pull older cars onto the market, or older cars may simply sell slower and pile up on display. lv_ss has no advert id, so this is the stock on sale, not the flow onto sale. Never present it as proof of the first reading. Our index; Eurostat's gives +0.709 years, same sign. All eight measures across the two indices agree in sign.",Context
up_ct_top_decile,"Uplift in the top decile, class-transformation model",8.64,5.73,11.72,percentage points,MEASURED,analysis/uplift_engine_report.md,Class transformation >> Uplift in the top 10%,,2026-09-21,"MineThatData / Hillstrom 2008 e-mail trial, 64,000 customers, treatment randomised by the publisher, 32,103 held out. A 2008 CLOTHING RETAILER, not cars: no coefficient here transfers to an automotive book. Outcome is a website visit, not a purchase. Quoted only alongside up_response_top_decile: the uplift model does NOT beat the plain response model here.",Context
up_response_top_decile,"Uplift in the top decile, ordinary response model",8.85,5.99,11.96,percentage points,MEASURED,analysis/uplift_engine_report.md,Response model (the usual way) >> Uplift in the top 10%,,2026-09-21,"MineThatData / Hillstrom 2008 e-mail trial, 64,000 customers, treatment randomised by the publisher, 32,103 held out. A 2008 CLOTHING RETAILER, not cars: no coefficient here transfers to an automotive book. Outcome is a website visit, not a purchase. This is the baseline uplift modelling is meant to beat and does not beat here. The difference against the best uplift model is -0.14 points, range -3.36 to +2.88, which contains zero.",Context
up_random_top_decile,"Uplift in a random tenth, no model at all",6.83,4.47,9.33,percentage points,MEASURED,analysis/uplift_engine_report.md,Random >> Uplift in the top 10%,,2026-09-21,"MineThatData / Hillstrom 2008 e-mail trial, 64,000 customers, treatment randomised by the publisher, 32,103 held out. A 2008 CLOTHING RETAILER, not cars: no coefficient here transfers to an automotive book. Outcome is a website visit, not a purchase. The floor. Modelling at all clearly beats this; which model is used does not separate.",Context
rd_nl_market_value,Value of Dutch cars changing keeper in a year,13.0,,,EUR billion a year,MEASURED,analysis/readiness_value_report.md,Value crossing the Dutch market in a year >> Figure,,2026-09-21,"RDW register (cars and keeper-change rate, measured) times RDW's official catalogue price for the vintages still on the road times the measured Dutch value-retained curve. Dutch only; the project has measured three times that a shape travels and a level does not. Retention is measured on advert prices, so it inherits the advert-is-not-a-sale caveat. NOT the value-at-risk model: that prices what the group loses when a residual is wrong and its headline is unchanged at EUR 913m/EUR 1,460m. Do not add the two. ",Context
rd_nl_market_value_group,...of which the group's own brands,2.4,,,EUR billion a year,MEASURED,analysis/readiness_value_report.md,...of which the group's own brands >> Figure,,2026-09-21,"RDW register (cars and keeper-change rate, measured) times RDW's official catalogue price for the vintages still on the road times the measured Dutch value-retained curve. Dutch only; the project has measured three times that a shape travels and a level does not. Retention is measured on advert prices, so it inherits the advert-is-not-a-sale caveat. NOT the value-at-risk model: that prices what the group loses when a residual is wrong and its headline is unchanged at EUR 913m/EUR 1,460m. Do not add the two. Cars and rate measured for the group's brands specifically; the price curve is the market's.",Context
rd_nl_wave_value,"Value in the replacement wave, ages four to six",3.85,,,EUR billion a year,MEASURED,analysis/readiness_value_report.md,"Value in the wave, ages four to six >> Figure",,2026-09-21,"RDW register (cars and keeper-change rate, measured) times RDW's official catalogue price for the vintages still on the road times the measured Dutch value-retained curve. Dutch only; the project has measured three times that a shape travels and a level does not. Retention is measured on advert prices, so it inherits the advert-is-not-a-sale caveat. NOT the value-at-risk model: that prices what the group loses when a residual is wrong and its headline is unchanged at EUR 913m/EUR 1,460m. Do not add the two. 30% of the total on 226,347 cars: where a high hazard meets a car still worth something.",Context
rd_nl_value_advert_priced,What pricing the same cars from our adverts would say,30.9,,,EUR billion a year,MEASURED,analysis/readiness_value_report.md,What pricing it from our own adverts would have said >> Figure,,2026-09-21,"DO NOT QUOTE AS A VALUE. Registered as the size of the error: our Dutch adverts are one premium dealer scrape whose median asking price is not monotone in age, and pricing the flow from them overstates it 2.4x against official catalogue prices. It is the measured reason the level comes from the register, not the listings.",Context
rd_mileage_exit_elasticity,Fleet-exit hazard per doubling of cohort mileage,1.54,,,times,MEASURED,analysis/readiness_mileage_report.md,Leaves the tested fleet >> Twice the mileage,,2026-09-21,"UK DVSA anonymised MOT extracts, Open Government Licence v3.0, streamed not stored. Whole years of age on both sides (test or advert year minus year of first use). An MOT starts at three, so no car younger than that is seen. British: layer 1 is Dutch, and this layer is a shape, which the project has measured three times is the half that travels. Elasticity 0.626, standard error 0.026. Monotone across all ten deciles, 0.61x at the least-driven tenth to 1.78x at the most-driven.",Context
